time,ax,ay,az,aT
0.918000,0.1848,0.0003,-0.0720,0.198
0.919000,0.1942,-0.0698,-0.1037,0.231
0.919000,0.2035,-0.1576,-0.1140,0.281
0.925000,0.2234,-0.1934,-0.0887,0.308
0.930000,0.1520,-0.2050,0.0537,0.261
0.935000,0.1451,-0.1855,0.1385,0.273
0.939000,0.2215,-0.1509,0.1828,0.324
0.946000,0.2943,-0.1085,0.1318,0.340
0.951000,0.2559,-0.0833,0.0944,0.285
0.954000,0.2332,-0.0546,0.0307,0.241
0.960000,0.1697,-0.0450,-0.0917,0.198
0.965000,0.0254,0.0213,-0.0517,0.061
0.970000,-0.0782,0.0915,-0.0645,0.137
0.975000,-0.1235,0.1154,-0.1278,0.212
0.983000,-0.2146,0.1865,-0.2105,0.354
0.985000,-0.2429,0.2574,-0.2579,0.438
0.990000,-0.3403,0.2971,-0.2738,0.528
1.011000,-0.3798,0.3177,-0.2462,0.553
1.013000,-0.3935,0.3700,-0.1557,0.562
1.013000,-0.3324,0.3619,-0.1554,0.515
1.014000,-0.3420,0.3720,-0.2127,0.548
1.014000,-0.3060,0.3548,-0.2138,0.515
1.021000,-0.1913,0.3235,-0.0979,0.388
1.026000,-0.0903,0.2205,-0.0454,0.243
1.032000,-0.0477,0.1642,0.0693,0.184
1.040000,-0.1102,0.1277,0.1701,0.240
1.040000,-0.1380,0.0716,0.1853,0.242
1.047000,-0.1383,0.0030,0.1832,0.230
1.051000,-0.0876,-0.0397,0.2438,0.262
1.056000,-0.1309,-0.0985,0.4103,0.442
1.062000,-0.1330,-0.0981,0.3981,0.431
1.066000,-0.0152,-0.0302,0.3126,0.314
1.071000,0.0035,-0.0466,0.3138,0.317
1.076000,-0.0737,0.0607,0.5272,0.536
1.081000,-0.1267,0.0531,0.5416,0.559
1.086000,-0.0234,0.0082,0.4747,0.475
1.091000,0.0711,-0.0596,0.4339,0.444
1.107000,0.0655,-0.1874,0.3106,0.369
1.107000,0.1335,-0.2899,0.1380,0.348
1.108000,0.2331,-0.2531,-0.0098,0.344
1.112000,0.2218,-0.1979,0.0592,0.303
1.128000,0.1769,-0.0213,0.2519,0.309
1.130000,0.0413,0.1367,0.2513,0.289
1.130000,-0.1545,0.1914,-0.0706,0.256
1.134000,-0.2393,0.2444,-0.4872,0.595
1.137000,-0.1470,0.3051,-0.5499,0.646
1.142000,0.0203,0.3756,-0.2243,0.438
1.147000,0.1487,0.4506,0.2209,0.523
1.152000,0.2517,0.3747,0.3452,0.568
1.157000,0.3030,0.1953,0.3169,0.480
1.163000,0.1708,0.0871,0.1590,0.249
1.167000,-0.4116,0.3609,-0.1660,0.572
1.172000,-0.1098,0.1715,-0.1524,0.254
1.177000,0.4021,-0.1807,-0.0912,0.450
1.183000,0.6224,-0.3913,-0.0537,0.737
1.187000,0.7013,-0.4765,0.1997,0.871
1.192000,0.6831,-0.4689,0.4230,0.930
